#keggName_to_taxonName	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Pseudoclavibacter soli	Acidipropionibacterium jensenii	Lactobacillus brevis	Lactobacillus paracasei	Lactobacillus curvatus	Lactobacillus fuchuensis	Lactobacillus sakei	Clostridium kluyveri	Clostridium luticellarii	Clostridium tyrobutyricum	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	Faecalicatena fissicatena	Oscillibacter sp. CAG:155	Oscillibacter ruminantium	Oscillibacter valericigenes	Oscillibacter sp. 1-3	Oscillibacter sp. PC13	Desulfitobacterium hafniense	Caproiciproducens galactitolivorans	Caproiciproducens sp. NJN-50	Marasmitruncus massiliensis	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium HV4-5-B5C	Clostridiales bacterium	Methanobacterium congolense	Methanobacterium paludis
K03628 transcription termination factor Rho	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03629 DNA replication and repair protein RecF	0	0	0	0	0	0	9	0	8	7	3	55	0	0	0	0	0	0	0	0	0	40	0	0	0	0	32	0	0	0	0	0	0
K03630 DNA repair protein RadC	0	0	0	0	0	0	0	15	0	5	0	0	289	0	3	0	0	0	0	0	0	110	0	0	0	0	3	0	0	0	0	0	0
K03631 DNA repair protein RecN (Recombination protein N)	0	0	0	0	0	0	29	164	0	7	3	128	316	0	0	0	0	0	0	0	0	60	0	0	0	0	7	0	0	0	0	0	0
K03635 molybdopterin synthase catalytic subunit [EC:2.8.1.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81
K03636 sulfur-carrier protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	22
K03637 cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	2	103
K03638 molybdopterin adenylyltransferase [EC:2.7.7.75]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55
K03639 GTP 3',8-cyclase [EC:4.1.99.22]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	7	0	0	0	0	0	0	6	137
K03642 rare lipoprotein A	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03644 lipoyl synthase [EC:2.8.1.8]	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03647 protein involved in ribonucleotide reduction	0	0	0	0	0	0	0	0	0	3	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03648 uracil-DNA glycosylase [EC:3.2.2.27]	0	0	0	0	0	0	10	63	6	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03650 tRNA modification GTPase [EC:3.6.-.-]	0	0	0	0	0	0	0	52	0	1	15	3	0	0	1	0	0	0	0	0	0	125	0	0	0	0	14	0	0	0	0	0	0
K03652 DNA-3-methyladenine glycosylase [EC:3.2.2.21]	0	0	0	0	0	0	11	100	0	8	0	16	55	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0
K03654 ATP-dependent DNA helicase RecQ [EC:3.6.4.12]	0	0	0	1	0	0	27	58	0	32	1	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0
K03655 ATP-dependent DNA helicase RecG [EC:3.6.4.12]	0	0	0	0	0	0	89	79	0	5	9	49	150	0	0	0	0	0	0	0	0	141	0	0	0	0	28	0	0	0	0	0	0
K03657 DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	0	0	0	0	1	0	183	36	0	40	0	197	1730	1	2	3	0	0	0	0	0	70	0	0	0	0	43	0	0	0	0	31	301
K03660 N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]	0	0	0	0	0	0	0	0	0	0	0	0	108	0	1	0	0	0	0	0	0	62	0	0	0	0	8	0	0	0	0	30	0
K03664 SsrA-binding protein	0	0	0	0	0	0	7	3	0	0	0	2	52	0	14	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
K03665 GTPase	0	0	0	0	0	0	14	74	3	3	0	97	0	0	1	0	0	0	0	0	0	12	0	0	0	0	33	0	0	0	0	0	0
K03666 host factor-I protein	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
K03667 ATP-dependent HslUV protease ATP-binding subunit HslU	0	0	0	0	0	0	0	10	0	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03671 thioredoxin 1	0	0	0	0	0	0	9	0	0	20	1	85	101	0	35	0	0	0	0	0	0	8	0	0	12	0	3	0	0	0	0	0	0
K03679 exosome complex component RRP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K03684 ribonuclease D [EC:3.1.13.5]	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03685 ribonuclease III [EC:3.1.26.3]	0	0	0	0	0	0	18	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	9	27
K03686 molecular chaperone DnaJ	0	0	0	0	0	0	13	4	0	0	0	8	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	4	133
K03687 molecular chaperone GrpE	0	0	0	0	0	0	14	4	4	2	0	38	0	0	1	0	0	0	0	0	0	214	0	0	1	0	1	0	0	0	0	0	70
K03688 ubiquinone biosynthesis protein	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	73
K03693 penicillin-binding protein 1B	0	0	0	0	0	0	0	0	0	20	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03694 ATP-dependent Clp protease ATP-binding subunit ClpA	0	0	0	0	0	0	0	0	0	0	0	0	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03695 ATP-dependent Clp protease ATP-binding subunit ClpB	0	0	0	0	0	0	0	1	0	4	0	128	299	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
K03696 ATP-dependent Clp protease ATP-binding subunit ClpC	0	0	0	0	0	0	1	0	0	8	1	97	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0
K03697 ATP-dependent Clp protease ATP-binding subunit ClpE	0	0	0	0	0	0	0	8	0	3	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03698 3'-5' exoribonuclease [EC:3.1.-.-]	0	0	0	0	0	0	0	66	4	6	4	54	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	50
K03699 putative hemolysin	0	0	0	0	0	0	28	0	3	3	0	57	340	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
K03700 recombination protein U	0	0	0	0	0	0	0	89	9	10	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03701 excinuclease ABC subunit A	0	4	0	0	3	0	44	16	16	20	3	59	463	0	0	0	0	0	0	0	0	51	0	0	0	0	17	0	0	0	0	2	175
K03702 excinuclease ABC subunit B	0	0	0	0	0	0	0	23	5	5	2	43	198	10	0	0	0	0	0	0	0	53	0	0	0	0	1	0	0	0	0	11	256
K03703 excinuclease ABC subunit C	0	0	0	0	0	0	19	42	0	4	0	0	0	0	12	0	0	0	0	0	0	103	0	0	0	0	18	0	0	2	0	1	316
K03704 cold shock protein	0	0	0	0	0	0	7	7	0	2	0	30	19	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
K03705 heat-inducible transcriptional repressor	0	0	0	0	0	0	13	11	1	3	1	23	477	0	0	0	0	0	0	0	0	141	0	0	0	0	9	0	0	0	0	0	0
K03706 transcriptional pleiotropic repressor	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03707 thiaminase (transcriptional activator TenA) [EC:3.5.99.2]	0	0	0	0	0	0	0	0	1	0	0	76	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K03708 transcriptional regulator of stress and heat shock response	0	0	0	0	0	0	0	17	0	0	0	43	131	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0
K03709 DtxR family transcriptional regulator, Mn-dependent transcriptional regulator	0	0	0	0	0	0	26	11	7	0	1	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70
K03710 GntR family transcriptional regulator	0	0	0	0	0	0	0	192	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
K03711 Fur family transcriptional regulator, ferric uptake regulator	0	0	0	0	0	0	3	0	0	15	0	90	31	0	4	0	0	0	0	0	0	58	0	0	0	0	7	0	0	0	0	0	0
K03713 MerR family transcriptional regulator, glutamine synthetase repressor	0	0	0	0	0	0	0	0	6	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03716 spore photoproduct lyase [EC:4.1.99.14]	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
K03718 Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
K03719 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	0	0	0	0	0	0	24	105	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	78	0	0	0	0	0	0
K03722 ATP-dependent DNA helicase DinG [EC:3.6.4.12]	0	0	0	0	0	0	20	203	0	42	3	296	0	0	0	0	0	0	0	0	0	8648	0	0	0	0	0	0	0	0	0	0	0
K03723 transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]	0	0	0	0	17	0	37	140	0	10	0	158	0	0	0	0	0	0	0	0	0	341	0	0	0	0	39	0	0	0	0	0	0
K03724 ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1047	160
K03725 archaea-specific helicase [EC:3.6.4.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	131
K03726 helicase [EC:3.6.4.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319
K03727 ATP-dependent RNA helicase HelY [EC:3.6.4.-]	0	0	0	0	0	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03733 integrase/recombinase XerC	0	0	0	0	0	0	24	99	0	0	14	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03734 FAD:protein FMN transferase [EC:2.7.1.180]	0	0	0	0	0	0	7	0	33	5	0	0	191	0	0	3	0	0	0	0	0	301	0	0	0	0	9	0	0	0	0	0	0
K03735 ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03736 ethanolamine ammonia-lyase small subunit [EC:4.3.1.7]	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03737 pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	0	0	0	0	6	0	21	0	0	0	0	0	1511	0	2	0	0	0	0	0	0	352	0	0	0	0	435	0	0	0	0	0	0
K03739 membrane protein involved in D-alanine export	0	0	0	0	0	0	0	47	0	11	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03740 D-alanine transfer protein	0	0	0	0	0	0	0	0	0	54	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03741 arsenate reductase (thioredoxin) [EC:1.20.4.4]	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	8	0	0	0	0	0	0
K03742 nicotinamide-nucleotide amidase [EC:3.5.1.42]	0	0	0	0	0	0	0	208	0	0	0	0	1080	0	3	0	0	0	0	0	0	107	0	0	0	0	9	0	0	0	0	0	0
K03743 nicotinamide-nucleotide amidase [EC:3.5.1.42]	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03744 LemA protein	0	0	0	0	0	0	6	29	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	16
K03750 molybdopterin molybdotransferase [EC:2.10.1.1]	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	46	541
K03753 molybdopterin-guanine dinucleotide biosynthesis adapter protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
K03758 arginine:ornithine antiporter / lysine permease	0	0	0	0	0	0	36	315	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03762 MFS transporter, MHS family, proline/betaine transporter	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03763 DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]	0	0	0	0	0	0	0	49	0	17	0	152	1259	0	2	0	0	0	0	0	0	0	0	0	0	0	53	0	1	0	0	0	0
K03768 peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	0	0	0	0	0	0	0	5	2	0	0	66	9	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
K03770 peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03775 FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	55
K03778 D-lactate dehydrogenase [EC:1.1.1.28]	0	0	0	0	0	0	0	2	0	0	0	0	111	0	0	0	0	0	0	0	0	62	0	0	0	0	57	0	0	0	0	0	0
K03781 catalase [EC:1.11.1.6]	0	0	0	0	2	0	0	3	0	5	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03782 catalase-peroxidase [EC:1.11.1.21]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0
K03783 purine-nucleoside phosphorylase [EC:2.4.2.1]	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03784 purine-nucleoside phosphorylase [EC:2.4.2.1]	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	4	0	0	0	0	0	0
K03785 3-dehydroquinate dehydratase I [EC:4.2.1.10]	0	0	0	0	0	0	0	0	0	6	0	3	243	0	2	2	0	0	0	0	0	1752	0	0	0	0	27	0	0	0	0	1	9
K03786 3-dehydroquinate dehydratase II [EC:4.2.1.10]	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03787 5'-nucleotidase [EC:3.1.3.5]	0	0	0	0	0	0	0	0	0	0	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	50
K03789 [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	0	0	0	0	0	0	12	20	0	3	0	0	294	0	9	0	0	0	0	0	0	41	0	0	0	0	8	0	0	0	0	0	36
K03790 [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
K03797 carboxyl-terminal processing protease [EC:3.4.21.102]	0	4	0	0	0	0	0	0	0	0	0	0	578	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
K03798 cell division protease FtsH [EC:3.4.24.-]	0	2	0	0	0	0	15	0	0	9	0	43	135	0	0	0	0	0	0	0	0	260	0	0	0	0	3	0	0	0	0	0	0
K03799 heat shock protein HtpX [EC:3.4.24.-]	0	0	0	2	5	0	0	2	0	5	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	474
K03800 lipoate---protein ligase [EC:6.3.1.20]	0	0	0	0	0	0	18	123	0	0	10	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
K03801 lipoyl(octanoyl) transferase [EC:2.3.1.181]	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03802 cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]	0	0	0	0	0	0	0	0	0	0	0	0	949	0	1	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0
K03803 sigma-E factor negative regulatory protein RseC	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0
K03810 virulence factor	0	0	0	0	0	0	0	0	15	6	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03811 nicotinamide mononucleotide transporter	0	0	0	0	0	0	31	30	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03813 molybdenum transport protein [EC:2.4.2.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K03816 xanthine phosphoribosyltransferase [EC:2.4.2.22]	0	0	0	0	0	0	0	43	0	0	5	12	0	0	1	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0
K03817 ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]	0	0	0	0	0	0	0	125	17	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03820 apolipoprotein N-acyltransferase [EC:2.3.1.269]	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03823 phosphinothricin acetyltransferase [EC:2.3.1.183]	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	5	0	0	0	0	0	0
K03825 putative acetyltransferase [EC:2.3.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K03827 putative acetyltransferase [EC:2.3.1.-]	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03830 putative acetyltransferase [EC:2.3.1.-]	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03841 fructose-1,6-bisphosphatase I [EC:3.1.3.11]	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03856 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	0	0	0	0	0	0	0	0	0	9	0	80	83	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
K03885 NADH dehydrogenase [EC:1.6.99.3]	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03889 ubiquinol-cytochrome c reductase cytochrome c subunit	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03890 ubiquinol-cytochrome c reductase iron-sulfur subunit	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03891 ubiquinol-cytochrome c reductase cytochrome b subunit	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03892 ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
K03893 arsenical pump membrane protein	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03924 MoxR-like ATPase [EC:3.6.3.-]	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03925 MraZ protein	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03926 periplasmic divalent cation tolerance protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	22
K03928 carboxylesterase [EC:3.1.1.1]	0	0	0	0	0	0	0	13	0	22	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03929 para-nitrobenzyl esterase [EC:3.1.1.-]	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03969 phage shock protein A	0	0	0	0	0	0	2	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03973 phage shock protein C	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03975 membrane-associated protein	0	0	0	0	0	0	7	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03976 Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]	0	0	0	0	0	0	1	18	0	5	0	0	0	0	0	0	0	0	0	0	1	49	0	0	0	0	0	0	0	0	0	0	0
K03977 GTPase	0	0	0	0	4	0	1	0	0	0	0	0	206	0	28	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0
K03978 GTP-binding protein	0	0	0	0	0	0	0	2	0	2	0	8	0	0	0	0	0	0	0	0	0	84	0	0	0	0	3	0	0	0	0	0	0
K03979 GTPase [EC:3.6.5.-]	0	0	0	0	0	0	17	31	7	1	0	30	0	0	0	0	0	0	0	0	0	15	0	0	0	0	4	0	0	0	0	0	0
K03980 putative peptidoglycan lipid II flippase	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04024 ethanolamine utilization protein EutJ	0	0	0	0	0	0	0	0	0	0	0	0	490	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0
K04028 ethanolamine utilization protein EutN	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04029 ethanolamine utilization protein EutP	0	0	0	0	0	0	0	0	0	0	0	0	889	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0
K04031 ethanolamine utilization protein EutS	0	0	0	0	0	0	0	18	0	0	0	0	216	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
K04041 fructose-1,6-bisphosphatase III [EC:3.1.3.11]	0	0	0	0	0	0	0	0	0	35	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0
K04042 bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	0	0	0	0	0	0	9	6	0	0	2	60	440	0	0	0	0	0	0	0	0	59	0	0	0	0	2	0	0	0	0	0	0
K04043 molecular chaperone DnaK	0	0	0	0	0	0	0	0	0	0	2	11	3	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	10	27
K04047 starvation-inducible DNA-binding protein	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04061 flagellar biosynthesis protein	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0
K04063 lipoyl-dependent peroxidase	0	0	0	0	0	0	3	45	0	17	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04066 primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]	0	2	0	0	0	0	61	21	1	2	3	188	437	0	0	0	0	0	0	0	0	731	0	0	0	0	58	0	0	0	0	0	0
K04068 anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]	0	0	0	0	0	0	0	0	0	2	0	22	70	0	0	0	0	0	0	0	0	109	0	0	0	0	7	0	0	0	0	0	0
K04069 pyruvate formate lyase activating enzyme [EC:1.97.1.4]	0	0	0	0	0	0	34	0	0	1	0	41	240	0	0	0	0	0	0	0	0	357	0	0	0	0	72	0	0	0	0	28	327
K04070 putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	121	0	0	0	0	20	0	0	0	0	0	0
K04072 acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	0	0	0	0	0	0	0	108	7	23	5	99	0	0	0	0	0	0	0	0	0	4105	0	0	0	0	0	0	0	0	4	0	0
K04074 cell division initiation protein	0	0	0	0	0	0	0	49	0	3	0	78	0	0	18	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
K04075 tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	0	0	0	0	0	0	18	337	20	46	0	225	0	0	6	0	0	0	0	0	0	298	0	0	0	0	58	0	0	0	0	0	0
K04076 ATP-dependent Lon protease [EC:3.4.21.53]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28
K04077 chaperonin GroEL	0	0	0	0	0	0	6	0	0	0	0	0	97	0	0	0	0	0	0	0	0	4	0	0	0	0	10	0	0	0	0	0	0
K04078 chaperonin GroES	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
