#keggName_to_taxonName	Bacteroides fragilis	Bacteroides intestinalis	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Pseudoclavibacter soli	Lactobacillus curvatus	Lactobacillus fuchuensis	Lactobacillus sakei	Leuconostoc gelidum	Clostridium amylolyticum	Clostridium kluyveri	Clostridium sp. JN-9	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. PI-S10-A1B	Clostridium sp. W14A	uncultured Clostridiales bacterium	Oscillibacter ruminantium	Oscillibacter valericigenes	Oscillibacter sp. PC13	Caproiciproducens sp. NJN-50	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium HV4-5-B5C	Intestinimonas butyriciproducens	Clostridiales bacterium	Firmicutes bacterium CAG:83	Methanobacterium congolense	Methanobacterium paludis
K03655 ATP-dependent DNA helicase RecG [EC:3.6.4.12]	0	0	0	17	0	0	0	94	6	1	66	47	0	222	0	0	3	0	4	0	36	105	2	10	4	0	20	65	0	0	0
K03657 DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	2	0	0	3	0	9	0	153	56	0	309	50	1	3234	57	0	5	0	5	0	6	44	33	20	1	16	0	22	18	25	156
K03658 DNA helicase IV [EC:3.6.4.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K03660 N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	11	0	1	0	0	62	0	6	0	6	2	0	0	32	0
K03664 SsrA-binding protein	0	0	0	0	0	0	0	51	0	0	0	18	0	49	0	0	0	0	0	0	8	9	0	1	0	1	1	0	0	0	0
K03665 GTPase	21	0	0	1	0	0	0	11	4	0	109	8	0	3	0	0	4	0	1	1	5	7	0	15	2	16	100	108	0	0	0
K03666 host factor-I protein	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	3	2	0	0	0	10	2	0	0	0
K03667 ATP-dependent HslUV protease ATP-binding subunit HslU	0	0	0	0	0	0	1	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03671 thioredoxin 1	0	0	0	16	0	0	0	52	1	0	99	5	0	127	0	0	0	0	0	0	21	2	0	0	0	2	51	2	0	0	0
K03679 exosome complex component RRP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
K03684 ribonuclease D [EC:3.1.13.5]	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03685 ribonuclease III [EC:3.1.26.3]	1	0	0	12	0	0	3	4	0	0	0	8	0	335	0	0	0	0	4	0	0	0	0	2	10	1	23	0	0	6	26
K03686 molecular chaperone DnaJ	0	0	0	1	0	0	1	10	0	0	15	3	0	0	12	0	0	0	1	0	0	7	6	2	1	4	11	63	0	4	103
K03687 molecular chaperone GrpE	0	0	0	11	0	0	0	0	6	0	31	20	0	0	1	0	0	0	0	0	0	77	0	2	0	1	0	0	0	1	69
K03688 ubiquinone biosynthesis protein	0	0	0	0	0	0	0	4	0	0	0	0	0	317	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	27	51
K03693 penicillin-binding protein 1B	0	0	0	0	0	0	0	0	20	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03694 ATP-dependent Clp protease ATP-binding subunit ClpA	0	0	0	0	0	0	0	0	0	0	0	0	0	781	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
K03695 ATP-dependent Clp protease ATP-binding subunit ClpB	0	0	0	0	0	0	0	17	9	0	174	0	0	397	3	0	0	0	0	0	0	0	0	8	2	8	3	54	0	0	0
K03696 ATP-dependent Clp protease ATP-binding subunit ClpC	0	0	0	14	0	0	0	87	1	0	126	39	0	0	29	0	0	0	0	0	4	72	2	2	2	0	4	52	0	0	0
K03697 ATP-dependent Clp protease ATP-binding subunit ClpE	0	0	0	0	0	0	0	0	8	0	141	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03698 3'-5' exoribonuclease [EC:3.1.-.-]	0	0	0	0	0	0	0	0	2	1	77	25	0	1023	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	38
K03699 putative hemolysin	0	0	0	46	0	0	0	0	5	0	115	0	0	548	0	0	0	0	0	0	0	0	0	2	0	33	2	1	0	0	0
K03700 recombination protein U	0	0	0	0	0	0	0	0	6	4	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03701 excinuclease ABC subunit A	4	0	0	50	0	0	3	80	25	0	68	53	0	646	4	0	5	0	0	0	37	64	2	5	0	9	6	54	4	1	129
K03702 excinuclease ABC subunit B	0	0	0	18	0	0	1	9	2	2	51	13	0	269	0	0	0	0	0	2	24	58	4	1	0	5	0	2	2	16	199
K03703 excinuclease ABC subunit C	6	0	0	0	0	0	0	133	2	0	0	19	1	24	0	0	2	0	4	0	51	31	2	14	10	5	28	0	0	6	196
K03704 cold shock protein	0	0	0	0	0	0	0	16	0	0	29	6	0	44	0	0	37	0	0	0	0	3	0	3	0	3	0	1	0	0	0
K03705 heat-inducible transcriptional repressor	0	0	0	0	0	0	0	8	3	0	39	26	0	625	18	0	4	0	2	0	0	53	1	7	0	5	82	0	0	0	0
K03706 transcriptional pleiotropic repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03707 thiaminase (transcriptional activator TenA) [EC:3.5.99.2]	0	0	0	0	0	0	0	0	0	0	131	21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K03708 transcriptional regulator of stress and heat shock response	0	0	0	0	0	0	0	0	0	0	37	0	0	225	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
K03709 DtxR family transcriptional regulator, Mn-dependent transcriptional regulator	0	0	0	0	0	0	0	47	0	1	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63
K03710 GntR family transcriptional regulator	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0	1	2	0	10	84	0	0	0	0
K03711 Fur family transcriptional regulator, ferric uptake regulator	0	0	0	10	0	0	0	0	15	0	93	0	0	30	10	0	0	0	4	0	17	33	0	3	0	0	0	0	0	0	0
K03713 MerR family transcriptional regulator, glutamine synthetase repressor	0	0	0	0	0	0	0	0	0	0	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03716 spore photoproduct lyase [EC:4.1.99.14]	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	6	0	0	0	0	0	0	9	3	2	0	0	0	0	0
K03718 Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13
K03719 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	0	0	8	5	0	1	0	0	0	0	0	0	0	7	0	0	0	0	6	0	0	8	0	67	0	1	0	0	0	0	0
K03722 ATP-dependent DNA helicase DinG [EC:3.6.4.12]	0	0	0	0	0	0	0	0	17	2	356	109	0	0	0	0	0	16	0	0	0	2478	0	0	0	0	0	0	0	0	0
K03723 transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]	5	0	0	22	0	0	17	138	19	0	165	110	2	0	41	0	4	0	6	0	17	172	0	21	4	11	90	2	3	0	0
K03724 ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	797	128
K03725 archaea-specific helicase [EC:3.6.4.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	85
K03726 helicase [EC:3.6.4.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	200
K03727 ATP-dependent RNA helicase HelY [EC:3.6.4.-]	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03733 integrase/recombinase XerC	0	0	8	5	0	0	0	0	0	7	106	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03734 FAD:protein FMN transferase [EC:2.7.1.180]	0	8	0	0	0	0	0	0	6	0	0	0	0	218	0	0	6	0	9	0	16	539	1	5	0	4	0	3	0	0	0
K03736 ethanolamine ammonia-lyase small subunit [EC:4.3.1.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0
K03737 pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]	0	0	0	0	0	0	6	0	0	0	0	0	1	2075	8	6	9	0	1	2	71	118	5	113	4	7	1	74	0	0	0
K03739 membrane protein involved in D-alanine export	0	0	0	0	0	0	0	0	6	0	43	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03740 D-alanine transfer protein	0	0	0	0	0	0	0	0	39	1	301	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03741 arsenate reductase (thioredoxin) [EC:1.20.4.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	9	0	41	0	0	0	0	0	0	1
K03742 nicotinamide-nucleotide amidase [EC:3.5.1.42]	0	0	0	0	0	0	0	0	0	0	0	3	0	1260	0	0	5	0	0	0	52	72	2	7	0	2	20	16	24	0	0
K03743 nicotinamide-nucleotide amidase [EC:3.5.1.42]	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03744 LemA protein	0	0	0	0	0	0	0	8	0	0	83	6	0	0	0	0	2	0	1	0	0	0	0	3	0	0	0	0	0	1	15
K03750 molybdopterin molybdotransferase [EC:2.10.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	13	0	39	386
K03752 molybdenum cofactor guanylyltransferase [EC:2.7.7.77]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
K03753 molybdopterin-guanine dinucleotide biosynthesis adapter protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
K03758 arginine:ornithine antiporter / lysine permease	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03761 MFS transporter, MHS family, alpha-ketoglutarate permease	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03763 DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]	0	0	0	0	0	0	0	0	10	1	191	109	0	1639	0	1	15	0	5	1	5	0	42	30	7	32	18	0	11	0	0
K03767 peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	0	0	0	0	0	0	0	4	0	0	0	26	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
K03768 peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	0	0	0	0	0	5	0	0	0	2	95	8	0	14	0	0	0	0	5	0	2	0	0	2	0	10	30	0	0	0	0
K03769 peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03770 peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]	17	0	0	10	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03771 peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]	0	0	0	19	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03773 FKBP-type peptidyl-prolyl cis-trans isomerase FklB [EC:5.2.1.8]	0	0	26	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03775 FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	33
K03778 D-lactate dehydrogenase [EC:1.1.1.28]	0	0	0	8	0	0	0	0	0	0	0	36	0	558	0	0	0	0	0	0	0	23	0	30	0	9	0	17	0	0	0
K03781 catalase [EC:1.11.1.6]	0	0	0	0	0	0	1	0	8	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03782 catalase-peroxidase [EC:1.11.1.21]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
K03783 purine-nucleoside phosphorylase [EC:2.4.2.1]	0	0	0	5	0	0	8	1	0	0	0	0	3	14	0	0	0	0	0	3	0	0	8	0	0	0	17	31	0	0	0
K03784 purine-nucleoside phosphorylase [EC:2.4.2.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7	6	0	4	0	0	0	0	0
K03785 3-dehydroquinate dehydratase I [EC:4.2.1.10]	0	0	0	0	0	0	0	0	5	0	12	55	0	379	0	0	0	0	0	0	0	459	0	16	0	0	0	0	0	7	8
K03786 3-dehydroquinate dehydratase II [EC:4.2.1.10]	0	0	3	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	5	0	0	0	0
K03787 5'-nucleotidase [EC:3.1.3.5]	1	0	0	4	0	0	3	0	0	0	0	0	0	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	46
K03789 [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]	0	0	0	0	0	0	0	0	7	0	0	50	0	449	0	0	0	0	0	0	9	15	4	0	0	0	0	0	0	0	27
K03790 [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
K03797 carboxyl-terminal processing protease [EC:3.4.21.102]	0	1	0	76	7	0	0	0	0	0	0	0	0	872	1	0	5	0	1	0	0	0	0	10	0	4	120	3	0	0	0
K03798 cell division protease FtsH [EC:3.4.24.-]	0	0	0	7	0	0	0	25	6	0	59	9	1	182	0	0	1	0	0	0	6	193	11	4	0	10	0	255	0	0	0
K03799 heat shock protein HtpX [EC:3.4.24.-]	0	0	0	0	0	2	2	16	10	0	119	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	366
K03800 lipoate---protein ligase [EC:6.3.1.20]	0	0	0	7	0	0	0	1	0	3	0	26	0	309	0	0	0	0	6	0	32	0	13	6	0	0	0	0	0	0	0
K03801 lipoyl(octanoyl) transferase [EC:2.3.1.181]	7	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03802 cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]	0	0	0	0	0	0	0	0	0	0	0	0	0	1365	84	0	0	0	5	0	0	0	0	64	0	0	0	0	0	0	0
K03803 sigma-E factor negative regulatory protein RseC	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0
K03810 virulence factor	0	0	0	0	0	0	0	0	1	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03811 nicotinamide mononucleotide transporter	0	0	0	12	0	0	0	55	0	0	43	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03813 molybdenum transport protein [EC:2.4.2.-]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03814 monofunctional glycosyltransferase [EC:2.4.1.129]	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03816 xanthine phosphoribosyltransferase [EC:2.4.2.22]	0	0	0	0	0	0	0	0	0	2	25	16	0	0	0	0	0	0	0	0	0	20	0	0	0	0	19	106	0	0	0
K03817 ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]	0	0	0	0	0	0	0	0	8	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03823 phosphinothricin acetyltransferase [EC:2.3.1.183]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	118	0	6	0	1	0	0	0	0	0
K03827 putative acetyltransferase [EC:2.3.1.-]	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03830 putative acetyltransferase [EC:2.3.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	4	0	0	0	0	0	0	0	0	0	0	0
K03832 periplasmic protein TonB	0	8	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03833 selenocysteine-specific elongation factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03839 flavodoxin I	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03841 fructose-1,6-bisphosphatase I [EC:3.1.3.11]	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03856 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	0	0	0	0	0	0	0	0	19	0	114	17	0	110	0	0	0	0	5	0	0	13	21	0	0	4	21	3	1	0	0
K03885 NADH dehydrogenase [EC:1.6.99.3]	1	0	0	83	2	4	0	76	0	0	0	0	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0	0	0	0
K03889 ubiquinol-cytochrome c reductase cytochrome c subunit	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03891 ubiquinol-cytochrome c reductase cytochrome b subunit	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03892 ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03924 MoxR-like ATPase [EC:3.6.3.-]	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
K03925 MraZ protein	9	0	0	6	0	0	0	24	2	0	36	5	0	0	1	0	1	0	0	0	0	0	0	1	0	0	12	0	0	0	0
K03926 periplasmic divalent cation tolerance protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	9
K03928 carboxylesterase [EC:3.1.1.1]	0	0	0	0	0	0	0	0	20	6	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03929 para-nitrobenzyl esterase [EC:3.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0
K03930 putative tributyrin esterase [EC:3.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03969 phage shock protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03973 phage shock protein C	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03975 membrane-associated protein	0	0	0	0	0	0	0	0	3	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
K03976 Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]	0	0	0	0	0	0	0	0	6	0	0	18	0	0	0	0	0	0	0	0	5	24	2	1	0	0	8	3	0	0	0
K03977 GTPase	0	0	0	23	0	0	11	23	0	0	0	0	0	267	0	1	0	0	3	0	2	2	0	1	7	9	6	21	3	0	0
K03978 GTP-binding protein	0	0	0	17	0	0	0	0	2	1	7	3	0	0	0	0	0	0	0	0	0	28	0	3	0	0	36	2	0	0	0
K03979 GTPase [EC:3.6.5.-]	0	0	0	0	0	0	0	23	5	1	45	22	0	7	0	0	1	0	0	2	0	8	1	3	1	2	0	1	0	0	0
K03980 putative peptidoglycan lipid II flippase	0	0	0	0	0	0	0	42	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04019 ethanolamine utilization protein EutA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K04024 ethanolamine utilization protein EutJ	0	0	0	0	0	0	0	0	0	0	0	0	0	663	0	0	1	0	0	0	0	48	0	0	0	0	0	0	0	0	0
K04027 ethanolamine utilization protein EutM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
K04028 ethanolamine utilization protein EutN	0	0	0	0	0	0	1	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04029 ethanolamine utilization protein EutP	0	0	0	0	0	0	0	0	0	0	0	0	0	1004	0	0	4	0	0	1	0	43	0	0	0	0	8	0	0	0	0
K04030 ethanolamine utilization protein EutQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
K04031 ethanolamine utilization protein EutS	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	44	0	0	0	0	5	0	0	0	0
K04032 ethanolamine utilization cobalamin adenosyltransferase [EC:2.5.1.17]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K04034 anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:1.21.98.3]	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04041 fructose-1,6-bisphosphatase III [EC:3.1.3.11]	0	0	0	0	17	0	0	0	30	0	248	0	0	0	7	2	12	0	10	2	0	0	0	29	2	0	0	0	0	0	0
K04042 bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	0	0	0	0	0	0	0	62	0	0	44	48	0	679	10	0	1	0	2	4	17	54	0	5	0	1	34	20	0	0	0
K04043 molecular chaperone DnaK	0	0	0	0	0	0	0	0	0	5	12	7	0	6	1	0	0	0	1	0	0	5	2	2	0	1	9	4	0	6	14
K04047 starvation-inducible DNA-binding protein	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04061 flagellar biosynthesis protein	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	3	0	4	20	0	3	0	4	0	0	0	0	0
K04063 lipoyl-dependent peroxidase	0	0	0	0	0	0	0	0	9	0	30	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04066 primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]	0	0	0	15	0	1	0	0	8	2	184	36	0	551	0	0	3	0	4	0	23	259	12	32	0	20	29	1	0	0	0
K04068 anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]	0	0	0	5	0	3	0	0	2	0	52	11	0	130	0	0	1	0	0	0	8	47	0	0	0	2	10	11	0	0	0
K04069 pyruvate formate lyase activating enzyme [EC:1.97.1.4]	0	0	0	13	0	0	0	0	0	0	61	0	0	511	0	0	5	0	2	0	11	242	18	27	0	5	0	0	0	9	192
K04070 putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	1	17	11	64	5	14	0	0	0	78	0	0	0
K04072 acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	0	0	0	0	0	0	0	0	5	5	148	6	0	0	0	0	0	0	0	0	0	1432	0	0	0	0	0	396	0	0	0
K04074 cell division initiation protein	0	0	0	0	0	0	0	0	4	0	78	20	1	9	0	0	2	0	0	0	0	0	0	6	0	3	15	0	0	0	0
K04075 tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	7	3	0	29	0	0	0	1	38	0	299	75	0	2	0	0	0	0	1	0	15	209	0	21	3	8	0	4	0	0	0
K04076 ATP-dependent Lon protease [EC:3.4.21.53]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23
K04077 chaperonin GroEL	0	0	0	12	0	0	0	14	0	0	0	0	0	92	0	5	0	0	1	0	2	3	0	3	0	2	23	48	1	0	0
K04078 chaperonin GroES	0	0	0	0	0	0	0	14	1	0	13	10	0	0	7	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0
K04079 molecular chaperone HtpG	0	0	1	1	0	0	1	0	0	0	0	0	0	103	0	0	0	0	2	0	22	67	11	4	1	19	51	102	0	0	0
K04083 molecular chaperone Hsp33	0	0	0	0	0	0	0	0	3	8	16	15	0	422	0	2	0	0	0	0	8	41	0	0	2	0	10	3	0	0	0
K04084 thiol:disulfide interchange protein DsbD [EC:1.8.1.8]	16	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04086 ATP-dependent Clp protease ATP-binding subunit ClpL	0	0	0	0	0	0	0	0	0	0	19	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04092 chorismate mutase [EC:5.4.99.5]	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04093 chorismate mutase [EC:5.4.99.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
K04094 methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	2	11	3	7	0	1	0	0	0	0	0
K04095 cell filamentation protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1046	0	0	0	0	0	0	0	0	0
K04096 DNA processing protein	0	0	0	73	0	0	0	0	8	0	148	47	0	250	0	0	3	0	2	0	11	0	0	10	0	11	0	0	0	0	0
K04477 putative hydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	2	0	0	0	0	0
K04480 methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	95
