#keggName_to_taxonName	Bacteroides reticulotermitis	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Acetobacter cibinongensis	Acetobacter fabarum	Acetobacter nitrogenifigens	Acetobacter oeni	Acetobacter okinawensis	Acetobacter orientalis	Acetobacter papayae	Acetobacter pasteurianus	Acetobacter peroxydans	Acetobacter persici	Acetobacter senegalensis	Acetobacter aceti	Acetobacter tropicalis	Acidomonas methanolica	Gluconacetobacter diazotrophicus	Gluconacetobacter liquefaciens	Neoasaia chiangmaiensis	Azospira oryzae	Azospira sp. I13	Desulfovibrio alcoholivorans	Desulfovibrio legallii	Pseudoclavibacter soli	Lactobacillus fuchuensis	Lactobacillus sakei	Clostridium amylolyticum	Clostridium kluyveri	Oscillibacter ruminantium	Oscillibacter valericigenes	Desulfitobacterium metallireducens	Ruminococcaceae bacterium HV4-5-B5C	Clostridiales bacterium	Clostridiales bacterium oral taxon 876
K04772 serine protease DegQ [EC:3.4.21.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04773 protease IV [EC:3.4.21.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04835 methylaspartate ammonia-lyase [EC:4.3.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0
K05306 phosphonoacetaldehyde hydrolase [EC:3.11.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
K05311 central glycolytic genes regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
K05337 ferredoxin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	4	0	0	0	0
K05340 glucose uptake protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
K05349 beta-glucosidase [EC:3.2.1.21]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3026	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K05358 quinate dehydrogenase (quinone) [EC:1.1.5.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05364 penicillin-binding protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	194	0	0	0
K05366 penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	1	0	2	0	0	0	0	0	0	30	0	103	0	35	140	0	0	0
K05396 D-cysteine desulfhydrase [EC:4.4.1.15]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
K05515 penicillin-binding protein 2 [EC:3.4.16.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	11	0	0	3	0	0	0	0	149	0	0	283	0	0	0
K05516 curved DNA-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
K05520 protease I [EC:3.5.1.124]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05540 tRNA-dihydrouridine synthase B [EC:1.-.-.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05566 multicomponent Na+:H+ antiporter subunit B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
K05568 multicomponent Na+:H+ antiporter subunit D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0
K05569 multicomponent Na+:H+ antiporter subunit E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
K05570 multicomponent Na+:H+ antiporter subunit F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K05589 cell division protein FtsB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
K05592 ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	16	0	0	0	0	0	0	0	52	0	76	140	0	0	0
K05601 hydroxylamine reductase [EC:1.7.99.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	22	0	0	58	0	0	0
K05770 translocator protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
K05772 tungstate transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
K05773 tungstate transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0
K05786 chloramphenicol-sensitive protein RarD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
K05788 integration host factor subunit beta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0
K05794 tellurite resistance protein TerC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
K05799 GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	65	0	0	0
K05807 outer membrane protein assembly factor BamD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05808 putative sigma-54 modulation protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	7	0	5	20	0	0	0
K05810 polyphenol oxidase [EC:1.10.3.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	36	0	18	9	0	0	0
K05820 MFS transporter, PPP family, 3-phenylpropionic acid transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
K05822 tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
K05832 putative ABC transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	75	0	5	154	0	0	0
K05833 putative ABC transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	107	0	0	0
K05837 rod shape determining protein RodA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	6	0	0	1	0	0	10	0	73	0	8	31	0	0	0
K05838 putative thioredoxin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05845 osmoprotectant transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	49	0	11	0	0	0	0
K05846 osmoprotectant transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0
K05847 osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	4	0	0	0	0
K05879 phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0
K05895 precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0
K05896 segregation and condensation protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	8	0	0	0	0	0	11	0	7	0	6	87	0	0	0
K05916 nitric oxide dioxygenase [EC:1.14.12.17]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05919 superoxide reductase [EC:1.15.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K05936 precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0
K05942 citrate (Re)-synthase [EC:2.3.3.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
K05946 N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	3	57	0	0	0
K05967 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0
K05979 2-phosphosulfolactate phosphatase [EC:3.1.3.71]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	53	0	0	0
K05985 ribonuclease M5 [EC:3.1.26.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	72	0	0	0
K06001 tryptophan synthase beta chain [EC:4.2.1.20]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
K06012 spore protease [EC:3.4.24.78]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	7	39	0	0	0
K06013 STE24 endopeptidase [EC:3.4.24.84]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06023 HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	6	0	0	0	0
K06024 segregation and condensation protein B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	9	0	16	0	0	12	0	0	0
K06041 arabinose-5-phosphate isomerase [EC:5.3.1.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	11	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06042 precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0
K06045 squalene-hopene/tetraprenyl-beta-curcumene cyclase [EC:5.4.99.17 4.2.1.129]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06131 cardiolipin synthase A/B [EC:2.7.8.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	15	0	0	0	0	0	43	0	22	0	24	51	0	0	0
K06133 4'-phosphopantetheinyl transferase [EC:2.7.8.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
K06136 pyrroloquinoline quinone biosynthesis protein B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06137 pyrroloquinoline-quinone synthase [EC:1.3.3.11]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06139 PqqA peptide cyclase [EC:1.21.98.4]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06142 outer membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06147 ATP-binding cassette, subfamily B, bacterial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	41	0	0	3	0	0	0	0	1	15	0	184	0	71	204	0	7	0
K06153 undecaprenyl-diphosphatase [EC:3.6.1.27]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	2	0	0	7	0	9	0	5	79	0	0	0
K06158 ATP-binding cassette, subfamily F, member 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	36	0	0	0	0	0	11	0	35	0	0	137	0	0	0
K06167 phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0
K06168 tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06173 tRNA pseudouridine38-40 synthase [EC:5.4.99.12]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	79	0	0	0
K06177 tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06178 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
K06179 23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	2	0	0	0	0
K06180 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	57	0	66	0	15	128	0	0	0
K06183 16S rRNA pseudouridine516 synthase [EC:5.4.99.19]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	16	0	0	0	0	0	0
K06186 outer membrane protein assembly factor BamE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06187 recombination protein RecR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	1	0	0	0	1	0	1	5	0	0	0
K06188 aquaporin Z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
K06189 magnesium and cobalt transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06191 glutaredoxin-like protein NrdH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
K06192 paraquat-inducible protein B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06196 cytochrome c-type biogenesis protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
K06198 competence protein CoiA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
K06199 fluoride exporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7	0	7	0	0	0	0
K06200 carbon starvation protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	223	0	0	0
K06201 copper homeostasis protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
K06202 CyaY protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06204 DnaK suppressor protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06206 sugar fermentation stimulation protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	8	0	0	0	0
K06207 GTP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	17	0	12	92	0	2	0
K06208 chorismate mutase [EC:5.4.99.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
K06209 chorismate mutase [EC:5.4.99.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0
K06213 magnesium transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0
K06215 pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
K06217 phosphate starvation-inducible protein PhoH and related proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	61	0	0	0
K06223 DNA adenine methylase [EC:2.1.1.72]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	63	0	0	0	0
K06281 hydrogenase large subunit [EC:1.12.99.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	280	0	0	0	0
K06282 hydrogenase small subunit [EC:1.12.99.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	93	0	0	0	0
K06284 AbrB family transcriptional regulator, transcriptional pleiotropic regulator of transition state genes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
K06286 septation ring formation regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0
K06287 septum formation protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	11	0	11	0	10	11	0	0	0
K06298 germination protein M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
K06306 spore germination protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0
K06313 spore germination protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0
K06317 inhibitor of the pro-sigma K processing machinery	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	23	0	0	0
K06320 spore maturation protein CgeB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06333 spore coat protein JB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
K06334 spore coat protein JC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
K06346 spoIIIJ-associated protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	7	0	9	10	0	0	0
K06348 sporulation inhibitor KapD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0
K06373 spore maturation protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	12	9	0	0	0
K06374 spore maturation protein B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	33	0	0	0
K06378 stage II sporulation protein AA (anti-sigma F factor antagonist)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	54	0	0	0
K06379 stage II sporulation protein AB (anti-sigma F factor) [EC:2.7.11.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	18	0	0	0
K06381 stage II sporulation protein D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	32	0	0	0
K06382 stage II sporulation protein E [EC:3.1.3.16]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
K06383 stage II sporulation protein GA (sporulation sigma-E factor processing peptidase) [EC:3.4.23.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	24	9	0	0	0
K06384 stage II sporulation protein M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	33	0	0	0
K06385 stage II sporulation protein P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	7	79	0	0	0
K06387 stage II sporulation protein R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	8	2	0	0	0
K06390 stage III sporulation protein AA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	50	0	0	0
K06391 stage III sporulation protein AB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0
K06392 stage III sporulation protein AC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
K06393 stage III sporulation protein AD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	19	0	0	0
K06394 stage III sporulation protein AE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	91	0	0	0
K06395 stage III sporulation protein AF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	9	5	0	0	0
K06396 stage III sporulation protein AG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	9	0	0	0
K06397 stage III sporulation protein AH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	17	0	0	0
K06398 stage IV sporulation protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	1	22	0	0	0
K06399 stage IV sporulation protein B [EC:3.4.21.116]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0
K06402 stage IV sporulation protein FB [EC:3.4.24.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	113	0	0	0
K06405 stage V sporulation protein AC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	1	0	0	0
K06406 stage V sporulation protein AD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	38	0	0	0
K06407 stage V sporulation protein AE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
K06408 stage V sporulation protein AF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0
K06409 stage V sporulation protein B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	23	61	0	0	0
K06410 dipicolinate synthase subunit A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	66	0	0	0
