#keggName_to_taxonName	Bacteroides fragilis	Bacteroides graminisolvens	Bacteroides ihuae	Bacteroides luti	Bacteroides pyogenes	Bacteroides reticulotermitis	Bacteroides sp. KCTC 15687	Bacteroidaceae bacterium HV4-6-C5C	Prevotella oryzae	Prevotella paludivivens	Desulfovibrio legallii	Pseudoclavibacter soli	Lactobacillus paracasei	Lactobacillus fuchuensis	Lactobacillus sakei	Leuconostoc gelidum	Clostridium amylolyticum	Clostridium kluyveri	Clostridium luticellarii	Clostridium sp. JN500901	Clostridium sp. KNHs216	Clostridium sp. W14A	uncultured Clostridiales bacterium	Anaerotignum propionicum	Oscillibacter ruminantium	Oscillibacter valericigenes	Caproiciproducens galactitolivorans	Caproiciproducens sp. NJN-50	Pseudoflavonifractor sp. Marseille-P3106	Ruminococcaceae bacterium D5	Ruminococcaceae bacterium HV4-5-B5C	Intestinimonas butyriciproducens	Intestinimonas timonensis	Clostridiales bacterium	Methanobacterium paludis
K05567 multicomponent Na+:H+ antiporter subunit C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
K05568 multicomponent Na+:H+ antiporter subunit D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	9	0	0	0	0	0	0	0	0	0
K05569 multicomponent Na+:H+ antiporter subunit E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	8	0	0	0	0	0	0	0	0	0
K05570 multicomponent Na+:H+ antiporter subunit F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
K05571 multicomponent Na+:H+ antiporter subunit G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
K05592 ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	298	0	0	0	0	0	6	0	49	0	20	0	0	0	14	0	0	16
K05595 multiple antibiotic resistance protein	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05601 hydroxylamine reductase [EC:1.7.99.1]	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	62	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	9
K05685 macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05715 2-phosphoglycerate kinase [EC:2.7.2.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
K05716 cyclic 2,3-diphosphoglycerate synthetase [EC:4.6.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
K05770 translocator protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	24
K05772 tungstate transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0
K05773 tungstate transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0
K05776 molybdate transport system ATP-binding protein	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05786 chloramphenicol-sensitive protein RarD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05794 tellurite resistance protein TerC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05799 GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	21	0	0	0	45	0	0	0
K05807 outer membrane protein assembly factor BamD	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05808 putative sigma-54 modulation protein	0	0	0	0	0	0	0	0	0	0	20	0	0	0	16	0	0	44	0	0	0	0	0	24	0	4	0	9	0	0	0	9	0	0	0
K05810 polyphenol oxidase [EC:1.10.3.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	41	0	6	0	3	0	0	0	49	0	0	0
K05813 sn-glycerol 3-phosphate transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05814 sn-glycerol 3-phosphate transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05815 sn-glycerol 3-phosphate transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05816 sn-glycerol 3-phosphate transport system ATP-binding protein [EC:7.6.2.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05820 MFS transporter, PPP family, 3-phenylpropionic acid transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	9	0	0	0	0	0	0	0	0	0
K05822 tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
K05823 N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05825 2-aminoadipate transaminase [EC:2.6.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	16	0	0	0	6	0	0	0	0	0	0	0
K05832 putative ABC transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	9	0	131	0	0	0	0	0	20	0	2	0	3	0	0	0	0	0	0	0
K05833 putative ABC transport system ATP-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0	18	0	1	0	1	0	0	0	0	0	0	0
K05837 rod shape determining protein RodA	8	0	0	0	0	0	0	0	0	0	0	0	15	0	14	19	0	240	0	0	0	0	0	22	0	5	0	9	0	0	0	34	0	0	0
K05845 osmoprotectant transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	257	0	0	0	0	0	29	0	14	0	0	0	0	0	0	0	0	0
K05846 osmoprotectant transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0
K05847 osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]	0	0	0	0	0	0	0	0	0	0	0	0	4	5	82	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0
K05873 adenylate cyclase, class 2 [EC:4.6.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
K05878 phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121]	0	0	0	0	0	0	0	0	0	0	0	0	42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
K05879 phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
K05884 L-2-hydroxycarboxylate dehydrogenase (NAD+) [EC:1.1.1.337]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
K05895 precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	8
K05896 segregation and condensation protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	12	0	14	0	0	0	0	0	10	0	7	0	4	2	0	0	24	0	0	0
K05910 NADH peroxidase [EC:1.11.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05919 superoxide reductase [EC:1.15.1.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	154	0	0	0
K05934 precorrin-3B C17-methyltransferase [EC:2.1.1.131]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
K05936 precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	21
K05942 citrate (Re)-synthase [EC:2.3.3.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0
K05946 N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	44	0	0	0
K05966 triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
K05967 uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05979 2-phosphosulfolactate phosphatase [EC:3.1.3.71]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
K05985 ribonuclease M5 [EC:3.1.26.8]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0
K05995 dipeptidase E [EC:3.4.13.21]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
K06001 tryptophan synthase beta chain [EC:4.2.1.20]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	1
K06012 spore protease [EC:3.4.24.78]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	12	0	7	0	4	0	0	0	43	0	0	0
K06015 N-acyl-D-amino-acid deacylase [EC:3.5.1.81]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
K06016 beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
K06023 HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	58	0	0	0	0	0	10	0	5	0	8	0	0	0	31	0	0	0
K06024 segregation and condensation protein B	0	0	0	0	0	0	0	0	0	0	0	0	4	0	24	12	0	88	0	0	0	0	0	1	0	0	0	1	0	0	0	27	0	0	0
K06041 arabinose-5-phosphate isomerase [EC:5.3.1.13]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	31	0	0	0
K06042 precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	5
K06131 cardiolipin synthase A/B [EC:2.7.8.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	11	0	124	3	0	0	0	0	8	0	10	0	0	0	0	0	111	0	0	0
K06133 4'-phosphopantetheinyl transferase [EC:2.7.8.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
K06142 outer membrane protein	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06147 ATP-binding cassette, subfamily B, bacterial	3	0	0	0	0	0	0	0	0	0	4	0	2	0	39	0	0	1009	0	0	0	0	0	307	0	130	0	55	0	0	0	0	0	4	0
K06148 ATP-binding cassette, subfamily C, bacterial	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06153 undecaprenyl-diphosphatase [EC:3.6.1.27]	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	10	0	58	0	0	0	0	0	30	0	1	0	4	0	0	0	11	0	0	93
K06158 ATP-binding cassette, subfamily F, member 3	30	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	143	0	0	0	0	0	36	0	0	0	4	0	0	0	0	0	0	0
K06167 phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
K06168 tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	5	0	0	0
K06173 tRNA pseudouridine38-40 synthase [EC:5.4.99.12]	0	0	0	0	0	0	0	0	0	0	0	0	5	0	9	6	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	3	0	0	8
K06174 ATP-binding cassette, sub-family E, member 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
K06176 tRNA pseudouridine13 synthase [EC:5.4.99.27]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
K06178 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	12	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	14	0	0	0
K06179 23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	101	0	0	0	0	0	7	0	1	0	3	0	0	0	7	0	0	0
K06180 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	0	0	0	0	0	0	0	0	0	0	0	0	30	4	137	55	0	353	0	0	0	0	0	17	0	14	0	8	0	0	0	0	0	0	0
K06183 16S rRNA pseudouridine516 synthase [EC:5.4.99.19]	0	0	0	0	0	0	0	0	0	0	0	0	1	0	24	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06187 recombination protein RecR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	2	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0
K06188 aquaporin Z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06191 glutaredoxin-like protein NrdH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06196 cytochrome c-type biogenesis protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	6	0	0	0	188	0	0	0
K06198 competence protein CoiA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06199 fluoride exporter	0	0	0	0	0	0	0	0	0	2	0	0	0	0	50	15	0	31	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0
K06200 carbon starvation protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	32	0	5	0	0	0	0	0	0	0
K06201 copper homeostasis protein	0	0	0	0	0	0	0	0	0	0	0	0	5	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06206 sugar fermentation stimulation protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	17	0	7	0	0	0	0	0	0	0	0	39
K06207 GTP-binding protein	19	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	51	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0
K06209 chorismate mutase [EC:5.4.99.5]	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06213 magnesium transporter	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	24	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
K06216 putative ribose uptake protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06217 phosphate starvation-inducible protein PhoH and related proteins	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	10	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	64	0	0	0
K06223 DNA adenine methylase [EC:2.1.1.72]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	99	0	0	0	0	0	17	0	163	0	1	0	0	0	0	0	0	33
K06281 hydrogenase large subunit [EC:1.12.99.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	352	0	0	0	0	0	0	0	0	0
K06282 hydrogenase small subunit [EC:1.12.99.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	136	0	0	0	0	0	0	0	0	0
K06284 AbrB family transcriptional regulator, transcriptional pleiotropic regulator of transition state genes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0
K06286 septation ring formation regulator	0	0	0	0	0	0	0	0	0	0	0	0	26	0	112	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06287 septum formation protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	55	0	0	0	0	0	0	0	2	0	12	0	0	0	27	0	0	0
K06295 spore germination protein KA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
K06296 spore germination protein KB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
K06297 spore germination protein KC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K06298 germination protein M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
K06306 spore germination protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	32	0	16	0	0	0	40	0	0	0
K06310 spore germination protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
K06311 spore germination protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0
K06317 inhibitor of the pro-sigma K processing machinery	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
K06333 spore coat protein JB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	4	0	0	0	0	0	0	0	0	0
K06334 spore coat protein JC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
K06346 spoIIIJ-associated protein	0	0	0	0	0	0	0	0	0	0	0	0	2	0	45	0	0	30	0	0	0	0	0	2	0	3	0	3	0	0	0	55	0	0	0
K06373 spore maturation protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	13	0	4	0	1	0	0	0	2	0	0	0
K06374 spore maturation protein B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	4	0	0	0
K06378 stage II sporulation protein AA (anti-sigma F factor antagonist)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
K06379 stage II sporulation protein AB (anti-sigma F factor) [EC:2.7.11.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	2	0	3	0	1	0	0	0	34	0	0	0
K06381 stage II sporulation protein D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	47	0	1	0	0	0	78	0	0	0
K06382 stage II sporulation protein E [EC:3.1.3.16]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	13	0	0	0	212	0	0	0
K06383 stage II sporulation protein GA (sporulation sigma-E factor processing peptidase) [EC:3.4.23.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	22	0	11	0	1	0	0	0	34	0	0	0
K06384 stage II sporulation protein M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
K06385 stage II sporulation protein P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	57	0	5	0	8	0	0	0	2	0	0	0
K06387 stage II sporulation protein R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	29	0	12	0	0	0	0	0	0	0	0	0
K06390 stage III sporulation protein AA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	7	0	6	0	1	0	0	0	22	0	0	0
K06391 stage III sporulation protein AB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0
K06392 stage III sporulation protein AC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K06393 stage III sporulation protein AD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	2	1	0	0	0	5	0	1	0	2	0	0	0	6	0	0	0
K06394 stage III sporulation protein AE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	0	0	0	0	0	0	0
K06395 stage III sporulation protein AF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0
K06396 stage III sporulation protein AG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	18	0	7	0	0	0	0	0	35	0	0	0
K06397 stage III sporulation protein AH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	20	0	5	0	9	0	0	0	61	0	0	0
K06398 stage IV sporulation protein A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	7	0	1	0	0	0	0	0	44	0	0	0
K06399 stage IV sporulation protein B [EC:3.4.21.116]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	26	0	0	0	6	0	0	0	152	0	0	0
K06402 stage IV sporulation protein FB [EC:3.4.24.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	2	0	0	0	30	0	0	0
K06403 stage V sporulation protein AA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
K06404 stage V sporulation protein AB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
K06405 stage V sporulation protein AC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0
K06406 stage V sporulation protein AD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	32	0	0	0	0	0	13	0	0	0
K06407 stage V sporulation protein AE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	11	0	0	0
K06408 stage V sporulation protein AF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
K06409 stage V sporulation protein B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	678	0	0	0	0	0	57	0	16	0	5	0	0	0	13	0	0	28
K06410 dipicolinate synthase subunit A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	10	0	0	0	0	0	109	0	0	0
K06411 dipicolinate synthase subunit B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	20	0	0	0	0	0	32	0	0	0
K06412 stage V sporulation protein G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0
K06425 small acid-soluble spore protein H (minor)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
K06436 spore coat assemly protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06438 similar to stage IV sporulation protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	64	0	37	0	1	0	0	0	254	0	0	0
K06442 23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	2	0	0	0	0	0	0	0	13	0	4	0	5	0	0	0	19	0	0	0
